ACCESSNO,ACQVALUE,APPNOTES,APPRAISOR,CAPTION,CATBY,CATDATE,CLASSES,COLLECTION,CONDDATE,CONDEXAM,CONDITION,CONDNOTES,COPYRIGHT,CREATOR,CREDIT,CURVALMAX,CURVALUE,DATASET,DATE,DESCRIP,DIMNOTES,DISPVALUE,EARLYDATE,EVENT,EXHIBITNO,EXHLABEL1,EXHLABEL2,EXHLABEL3,EXHLABEL4,EXHSTART,FILMSIZE,FLAGDATE,FLAGNOTES,FLAGREASON,FRAME,FRAMENO,GPARENT,HOMELOC,IMAGENO,INSCOMP,INSDATE,INSPHONE,INSPREMIUM,INSREP,INSVALUE,INVNBY,INVNDATE,LATDEG,LATEDATE,LEGAL,LOANCOND,LOANDUE,LOANINNO,LOANNO,LOCFIELD1,LOCFIELD2,LOCFIELD3,LOCFIELD4,LOCFIELD5,LOCFIELD6,LONGDEG,MAINTCYCLE,MAINTDATE,MAINTNOTE,MEDIUM,NEGLOC,NEGNO,NOTES,OBJECTID,OBJNAME,OBJNAME2,OBJNAME3,OBJNAMES,OLDNO,ORIGCOPY,OTHERNO,OUTDATE,PARENT,PEOPLE,PLACE,POLICYNO,PRINTSIZE,PROCESS,PROVENANCE,PUBNOTES,RECAS,RECDATE,RECFROM,RELNOTES,SITE,SITENO,SLIDENO,STATUS,STATUSBY,STATUSDATE,STERMS,STUDIO,SUBJECTS,TEMPAUTHOR,TEMPBY,TEMPDATE,TEMPLOC,TEMPNOTES,TEMPREASON,TEMPUNTIL,TITLE,TLOCFIELD1,TLOCFIELD2,TLOCFIELD3,TLOCFIELD4,TLOCFIELD5,TLOCFIELD6,UDF1,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF2,UDF20,UDF21,UDF22,UDF3,UDF4,UDF5,UDF6,UDF7,UDF8,UDF9,UPDATED,UPDATEDBY,VALUEDATE,WEBINCLUDE
2022.441,0,,,Photograph of Holstein Cow,M Bonci,2022-10-21 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-21 00:00:00,,,,,,2022.441,"Print, Photographic",,,,,,Ph-p-441,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-21 15:57:00,Unknown,/ /,.F.
2022.497,0,,,Holstein Cow,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.497,"Print, Photographic",,,,,,Ph-p-497,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 13:31:00,Unknown,/ /,.F.
2022.431,0,,,Holstein Cow with Man,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow with Man,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.431,"Print, Photographic",,,,,,Ph-p-431,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 13:35:00,Unknown,/ /,.F.
2022.481,0,,,Cow Udder,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Cow Udder,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.481,"Print, Photographic",,,,,,Ph-p-481,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 13:38:00,Unknown,/ /,.F.
2022.561,0,,,Holstein Cow,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.561,"Print, Photographic",,,,,,Ph-p-561,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 13:41:00,Unknown,/ /,.F.
2022.664,0,,,Holstein Cow with Man,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow with Man,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.664,"Print, Photographic",,,,,,Ph-p-664,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 13:44:00,Unknown,/ /,.F.
2022.717,0,,,Holstein Cow with Man,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow with Man,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.717,"Print, Photographic",,,,,,Ph-p-717,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 13:48:00,Unknown,/ /,.F.
2022.498,0,,,Holstein Cow with Man,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow with Man,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.498,"Print, Photographic",,,,,,Ph-p-498,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 13:51:00,Unknown,/ /,.F.
2022.498(2),0,,,Holstein Cow with Man,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow with Man,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.498(2),"Print, Photographic",,,,,,Ph-p-498,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 13:54:00,Unknown,/ /,.F.
2022.423,0,,,Holstein Cow,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.423,"Print, Photographic",,,,,,Ph-p-423,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 13:58:00,Unknown,/ /,.F.
2022.492(2),0,,,Holstein Cow,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.492(2),"Print, Photographic",,,,,,Ph-p-492,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:03:00,Unknown,/ /,.F.
2022.481(2),0,,,Osborndale Gay Fobes Udder,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Osborndale Gay Fobes Udder,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.481(2),"Print, Photographic",,,,,,Ph-p-481,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:06:00,Unknown,/ /,.F.
2022.501,0,,,Cow Udder,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Cow Udder,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.501,"Print, Photographic",,,,,,Ph-p-501,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:08:00,Unknown,/ /,.F.
2022.456,0,,,Holstein Cow,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.456,"Print, Photographic",,,,,,Ph-p-456,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:11:00,Unknown,/ /,.F.
2022.473(2),0,,,Holstein Cow,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.473(2),"Print, Photographic",,,,,,Ph-p-473,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:14:00,Unknown,/ /,.F.
2022.572,0,,,Sally Draney Raymondale,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Sally Draney Raymondale,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.572,"Print, Photographic",,,,,,Ph-p-572,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:18:00,Unknown,/ /,.F.
2022.569,0,,,Holstein Cow,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.569,"Print, Photographic",,,,,,Ph-p-569,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:21:00,Unknown,/ /,.F.
2022.564(2),0,,,Holstein Cow,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.564(2),"Print, Photographic",,,,,,Ph-p-564,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:28:00,Unknown,/ /,.F.
2022.564,0,,,Holstein Cow,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.564,"Print, Photographic",,,,,,Ph-p-564,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:31:00,Unknown,/ /,.F.
2022.581,0,,,KMDKS Colanthia,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,"KMDKS Colanthia, November 25, 1927",,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.581,"Print, Photographic",,,,,,Ph-p-581,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:36:00,Unknown,/ /,.F.
2022.54,0,,,Holstein Cow,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.54,"Print, Photographic",,,,,,Ph-p-540,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:39:00,Unknown,/ /,.F.
2022.582,0,,,KMDKS Colantha,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,"KMDKS Colantha, November 25, 1927",,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.582,"Print, Photographic",,,,,,Ph-p-582,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:43:00,Unknown,/ /,.F.
2022.57,0,,,VO Belle,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,"VO Belle, June 18, 1923",,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.57,"Print, Photographic",,,,,,Ph-p-570,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:46:00,Unknown,/ /,.F.
2022.634,0,,,Holstein Cow,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.634,"Print, Photographic",,,,,,Ph-p-634,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:51:00,Unknown,/ /,.F.
2022.635,0,,,Holstein Cow,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.635,"Print, Photographic",,,,,,Ph-p-635,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:54:00,Unknown,/ /,.F.
2022.642,0,,,Lady Roberts,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,"Lady Roberts, July 9, 1925",,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.642,"Print, Photographic",,,,,,Ph-p-642,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 14:58:00,Unknown,/ /,.F.
2022.638,0,,,Holstein Cow,Rachel Twedt,2022-10-29 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-29 00:00:00,,,,,,2022.638,"Print, Photographic",,,,,,Ph-p-638,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-29 15:01:00,Unknown,/ /,.F.
2022.645,0,,,Photograph of Holstein Cow,M Bonci,2022-11-09 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer Inc.,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-11-09 00:00:00,,,,,,2022.645,"Print, Photographic",,,,,,Ph-p-645,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-11-09 12:54:00,Unknown,/ /,.F.
2022.647,0,,,Photograph of holstein cow,M Bonci,2022-11-09 00:00:00,,Nichols Collection,/ /,,,,,H. A. Strohmeyer Jr.,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-11-09 00:00:00,,,,,,2022.647,"Print, Photographic",,,,,,Ph-p-647,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-03-31 16:59:00,Unknown,/ /,.F.
2022.601,0,,,Photograph of holstein cow,M Bonci,2022-11-09 00:00:00,,Nichols Collection,/ /,,,,,Robert E Hildebrand,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-11-09 00:00:00,,,,,,2022.601,"Print, Photographic",,,,,,Ph-p-601,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-11-09 13:07:00,Unknown,/ /,.F.
2022.583,0,,,Photograph of holstein cow,M Bonci,2022-11-09 00:00:00,,Nichols Collection,/ /,,,,,H. A. Strohmeyer Jr.,,0,0,,,Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-11-09 00:00:00,,,,,,2022.583,"Print, Photographic",,,,,,Ph-p-583,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-03-31 17:03:00,Unknown,/ /,.F.
2022.624,0,,,Photograph of holstein cow,M Bonci,2022-11-09 00:00:00,,Nichols Collection,/ /,,,,,Stevens,,0,0,,,Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-11-09 00:00:00,,,,,,2022.624,"Print, Photographic",,,,,,Ph-p-624,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-11-09 13:23:00,Unknown,/ /,.F.
2023.001,0,,,"Osmon & Cheesman Factory and Canal, Ansonia, Conn.",,2023-08-12 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"Osmon & Cheeseman Factory and Canal Ansonia, Connecticut postcard. Postcard addressed to Miss Lena Smith of Seymour of Mrs Henry Treat Conn. 75 as is. Postcard stamped Nov 17, 1907 5:30pm. Postage stamp 1 cent Benjamin Franklin.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-12 00:00:00,,,,,,2023.001,"Album, Postcard",,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 13:14:00,Unknown,/ /,.F.
2023.002,0,,,The S.O & C. Company,,2023-08-12 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,"The S.O & C.Co. Manufacturers of Eyelets Ansonia,Conn. U.S.A (Schneller Osborne &Cheeseman Company)",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,1,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-12 00:00:00,,,,,,2023.002,Photograph,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 13:05:00,Unknown,/ /,.F.
2023.118,0,,,Derby Neck Library,,2023-08-12 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,"Howard B. Jackson, Roger B. Whitman",,0,0,,,Photograph of Derby Neck Library,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-12 00:00:00,,,,,,2023.118,Photograph,,,,,,Ph-p-118,/ /,,,"220 West 42nd Street, NewYork",,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 15:48:00,Unknown,/ /,.F.
2023.003,0,,,Record by Johana Busk,,2023-08-15 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Record by Johana Busk dated 7-12-63. This document is a business record of Cheeseman family & Osborne Family.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.003,Letter,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 15:57:00,Unknown,/ /,.F.
2023.004,0,,,E.A Lillie,,2023-08-15 00:00:00,,Osborne Homestead Museum Collection,/ /,,,,,,,0,0,,,Pre-written lettter to E.A Lillie by Frances Kellogg.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cbinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.004,Note,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 15:51:00,Unknown,/ /,.F.
2023.005,0,,,STEELS & BUSKS LIMITED.,,2023-08-15 00:00:00,,Osborne Homestead Musuem Collection,/ /,,,,,,,0,0,,,Letter to Mrs.Kellogg. Mailing to Mrs.F.E.O. Kellogg. 500 Hawthorne Avenue. DERBY. Conn. U.S.A STEELS & BUSKS LIMITED. By Ernest .A. Lillie 47 Rutland Street. Leicester Dated: 17th July 1945.,,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.005,Letter,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 13:11:00,Unknown,/ /,.F.
2023.006,0,,,Letter to Cousin Eddie,,2023-08-15 00:00:00,,Osborne Homestead Musuem Collection,/ /,,,,,,,0,0,,,"Letter to Cousin Eddie by Hattie E. DeWolfe. Dated March 16. 93"" Bridgeport.",,,0,,0,,,,,/ /,,/ / : : AM,,,,,,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2023-08-15 00:00:00,,,,,,2023.006,Letter,,,,,,,/ /,,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-08-15 15:54:00,Unknown,/ /,.F.
